IDH,IDC,Distancia,Tiempo
6,28,1249,939
6,37,2048,1556
6,63,2416,1805
6,71,2876,2102
6,72,1330,1000
6,73,2592,1901
6,75,2483,1804
6,77,2707,1954
6,86,2763,2030
6,97,2763,2030
6,105,2486,1853
6,111,2614,1894
6,119,2532,1864
6,158,2755,1996
6,182,1283,970
6,184,870,658
6,218,2893,2098
6,222,2620,1897
6,226,2614,1920
6,263,3247,2346
6,276,2901,2115
6,284,2403,1753
6,296,803,629
6,297,2701,2002
6,298,5300,3729
6,300,2333,1705
6,330,2763,2030
6,335,2193,1659
6,340,2293,1685
6,348,1772,1359
6,353,1347,1005
6,354,2122,1564
6,366,1359,1019
6,372,2697,1961
6,376,2806,2038
6,399,3025,2168
6,406,1972,1459
6,418,2647,1942
6,427,1963,1480
6,451,2545,1865
6,476,2025,1538
6,489,3415,2459
6,11,7710,5593
6,25,5547,3872
6,80,4765,3354
6,100,4988,3518
6,116,6074,4244
6,140,4928,3480
6,142,5220,3665
6,171,5282,3711
6,195,4293,3027
6,198,5471,3846
6,200,4870,3432
6,202,4920,3475
6,225,4724,3352
6,229,4670,3318
6,285,4718,3333
6,324,6588,4589
6,360,3104,2259
6,362,4258,3080
6,368,4932,3482
6,395,7127,4968
6,401,4282,3033
6,454,4413,3129
6,459,5220,3665
6,14,4716,3623
6,65,4877,3748
6,88,5513,4249
6,89,5733,4428
6,95,4424,3410
6,101,5733,4428
6,147,5767,4419
6,152,5626,4340
6,179,4613,3554
6,211,4726,3631
6,268,5733,4428
6,279,6097,4669
6,280,5733,4428
6,336,5733,4428
6,349,6048,4610
6,377,5026,3861
6,384,5270,4024
6,402,4918,3775
6,457,4508,3474
6,465,5497,4238
6,4,5538,4217
6,56,5497,4195
6,61,3191,2370
6,178,3626,2702
6,301,5643,4302
6,33,4070,2989
6,35,2999,2273
6,41,3880,2886
6,67,3721,2732
6,82,4669,3393
6,91,4687,3409
6,106,2999,2273
6,133,4858,3507
6,144,2999,2273
6,157,2999,2273
6,167,2999,2273
6,173,2999,2273
6,312,4839,3489
6,325,4640,3403
6,332,3455,2549
6,343,5583,4477
6,375,2999,2273
6,388,4367,3200
6,392,4621,3362
6,394,4088,2987
6,397,4092,3000
6,40,4054,3125
6,90,4951,3820
6,102,4735,3642
6,103,5841,4527
6,104,4573,3537
6,126,4947,3812
6,150,4007,3089
6,199,4620,3571
6,212,5032,3884
6,355,4768,3672
6,425,4339,3328
6,269,15448,11447
6,189,13684,10010
6,205,14420,10572
6,352,14579,10639
6,367,12794,9365
6,416,13659,10010
6,426,13982,10231
6,432,13982,10231
6,493,13599,9966
6,3,5526,4332
6,117,4467,3499
6,134,5454,4267
6,227,3356,2645
6,434,3235,2555
6,378,3833,2976
6,17,7084,5377
6,351,6637,4986
6,20,6041,4901
6,66,4017,3137
7,156,16054,12122
7,311,14518,10962
7,13,21691,15788
7,240,21675,15777
7,328,21683,15783
7,1,17083,12354
7,85,15755,11382
7,123,15755,11382
7,201,15687,11353
7,230,21211,16243
7,261,15258,11039
7,313,15747,11405
7,316,17836,12970
7,342,13515,9774
7,114,10209,7373
7,295,12225,8827
7,323,10224,7386
7,365,9971,7201
7,398,12148,8786
7,455,13529,9765
7,60,23352,16614
7,130,23393,16641
7,155,34829,27954
7,386,33718,26617
7,441,31055,25043
7,154,32617,25963
7,303,32923,26065
7,274,28813,23228
7,39,30541,24537
7,187,30792,24760
7,214,30654,24653
7,314,30706,24689
7,403,30784,24740
7,305,37077,31804
7,59,27390,22118
7,129,29245,23455
7,166,29124,23367
7,288,29177,23412
7,469,29401,23565
7,216,15618,12284
7,232,15756,12422
7,460,15658,12352
7,473,15618,12284
7,9,16859,13346
7,29,19127,15172
7,68,19127,15172
7,118,16516,13040
7,122,19127,15172
7,138,18195,14393
7,190,17650,13996
7,231,15687,12375
7,273,19156,15169
7,396,21246,17443
7,404,17124,13589
7,442,20058,15896
7,447,19140,15156
7,480,16537,13060
7,486,19127,15172
7,197,43497,34220
7,456,7197,5344
7,87,7388,5409
7,120,6983,5115
7,132,7388,5409
7,369,7388,5409
7,436,7176,5251
7,496,7388,5409
7,53,10172,7742
7,55,10463,8018
7,107,12274,9446
7,151,10993,8456
7,188,10930,8392
7,293,10992,8455
7,341,10930,8392
7,346,10499,8028
7,153,9417,7244
7,289,12761,9864
7,339,10961,8610
7,52,11220,8992
7,137,9574,7340
7,145,11879,9340
7,228,10738,8623
7,282,9439,7135
7,315,11879,9340
7,327,12266,9615
7,334,11453,8925
7,350,9476,7163
7,363,10378,8346
7,379,12011,9424
7,413,7649,5714
7,421,11710,9166
7,433,10676,8571
7,448,10617,8531
7,439,13089,9873
7,483,7851,5866
7,407,14995,12149
7,320,13330,10468
7,319,16361,13142
7,58,13286,10339
7,8,13655,10627
7,49,14163,11063
7,135,14137,11032
7,143,13893,10805
7,161,13237,10319
7,307,12651,9882
7,387,17351,13543
7,419,14137,11032
7,424,13515,10581
7,299,11982,10285
7,331,10101,8259
7,2,7260,5723
7,36,9029,6912
7,38,7353,5756
7,47,11904,9030
7,64,7842,6142
7,84,9103,6972
7,172,9957,7629
7,180,8828,6765
7,186,7010,5519
7,194,9103,6972
7,247,9103,6972
7,248,9152,7010
7,253,8815,6757
7,259,9031,6918
7,260,8955,6860
7,265,9103,6972
7,266,9103,6972
7,267,9155,7012
7,321,9147,7006
7,333,7175,5640
7,345,8829,6766
7,357,9615,7346
7,371,9957,7629
7,385,6771,5361
7,389,9754,7460
7,405,10986,8344
7,420,8829,6766
7,423,7239,5709
7,429,8323,6467
7,430,9770,7508
7,435,9900,7535
7,437,9606,7390
7,466,7260,5723
7,474,9155,7012
7,477,10551,8055
7,479,7605,5928
7,484,7946,6229
7,21,10642,8554
7,233,10185,8194
7,446,10015,8046
7,478,10015,8046
7,19,11216,9011
7,24,10981,8835
7,27,11038,8883
7,30,13208,10520
7,42,11802,9472
7,43,12198,9783
7,46,11627,9334
7,57,11079,8910
7,62,11394,9151
7,92,11627,9334
7,96,11128,8961
7,112,11627,9334
7,121,53469,44238
7,160,10931,8795
7,174,11627,9334
7,192,10974,8840
7,193,10896,8778
7,208,11437,9154
7,209,11191,9001
7,210,11166,8980
7,220,11196,9003
7,224,11995,9620
7,242,10960,8819
7,243,10957,8817
7,244,11004,8846
7,246,11020,8876
7,249,11021,8876
7,250,11202,9009
7,251,11023,8878
7,252,11020,8876
7,254,10969,8825
7,255,11027,8882
7,256,11020,8876
7,257,10940,8813
7,262,11209,9007
7,264,11023,8878
7,271,11077,8913
7,277,10804,8704
7,281,11627,9334
7,291,13954,11161
7,306,11115,8941
7,310,13114,10500
7,317,14646,11760
7,347,11019,8875
7,358,11059,8907
7,364,11627,9334
7,391,10977,8839
7,393,13858,11096
7,400,11822,9481
7,412,11627,9334
7,422,10962,8820
7,444,11492,9216
7,452,11020,8876
7,464,11196,9002
7,467,10956,8823
7,471,11151,8966
7,472,11376,9119
7,481,16462,13242
7,485,11020,8876
7,498,11182,8993
7,125,16049,12976
7,239,17083,13791
7,270,16032,12941
7,290,13938,11168
7,380,9106,7246
7,98,12929,10330
7,113,11633,9326
7,50,12961,10387
7,51,14108,11344
7,54,13641,10990
7,78,11626,9318
7,81,11610,9307
7,127,13281,10643
7,131,14319,11437
7,191,13902,11046
7,196,13641,10990
7,237,13641,10990
7,238,14271,11501
7,318,12889,10327
7,361,13497,10868
7,468,14108,11344
7,5,11471,9021
7,15,12761,10124
7,16,11207,8906
7,18,11719,9301
7,44,10842,8555
7,69,12066,9551
7,70,11286,8978
7,83,11286,8978
7,94,12436,9869
7,99,11559,9160
7,110,11738,9316
7,124,10091,8127
7,136,11254,8949
7,139,13546,10798
7,149,12205,9617
7,159,11272,9028
7,163,11177,8938
7,165,10826,8708
7,169,11813,9378
7,176,11286,8978
7,177,11676,9265
7,185,10877,8717
7,203,11550,9158
7,207,11546,9152
7,215,11861,9399
7,223,12384,9833
7,278,11480,9026
7,286,10175,8195
7,292,10477,8269
7,308,12091,9576
7,322,11286,8978
7,329,10985,8841
7,337,11546,9082
7,356,11786,9336
7,359,11286,8978
7,370,10635,8425
7,374,11848,9379
7,382,10574,8476
7,408,11312,9063
7,410,11056,8844
7,411,11052,8841
7,445,10283,8281
7,449,11286,8978
7,450,10431,8216
7,458,11336,8995
7,461,11528,9143
7,462,11385,9049
7,475,11286,8978
7,490,12022,9522
7,491,12073,9651
7,492,12293,9767
7,497,10862,8738
7,181,20838,15847
7,272,20893,15904
7,141,16347,13387
7,344,20799,16815
7,438,18493,14914
7,183,12269,9846
7,494,13094,10489
7,495,13109,10501
7,7,2795,2293
7,12,3601,2944
7,22,4153,3431
7,26,4635,3759
7,31,4181,3452
7,34,4777,3847
7,45,3022,2482
7,93,3659,2981
7,115,3431,2818
7,168,3410,2784
7,206,1928,1546
7,219,3428,2799
7,221,3920,3250
7,241,3400,2780
7,275,3441,2826
7,283,5649,4434
7,309,3699,3014
7,326,3601,2944
7,373,3601,2944
7,409,3042,2490
7,414,2499,2031
7,431,4051,3353
7,443,2623,2122
7,453,3510,2860
7,463,3938,3208
7,74,9495,7664
7,383,9419,7598
7,417,9687,7680
7,499,9418,7597
7,23,8446,6696
7,79,8479,6712
7,162,9429,7421
7,175,10057,7873
7,204,10107,7908
7,338,8858,6991
7,390,8446,6696
7,170,8171,6544
7,213,8006,6417
7,76,6777,5460
7,108,7795,6278
7,128,7494,5994
7,148,2755,2256
7,164,6797,5461
7,234,6724,5421
7,235,6788,5469
7,245,7606,6063
7,258,7611,6066
7,287,6889,5542
7,294,7167,5731
7,302,7167,5731
7,381,7211,5752
7,415,7167,5731
7,428,6832,5486
7,487,7144,5727
7,488,7167,5731
7,500,7319,5880
7,6,4241,3506
7,10,4264,3523
7,28,6345,5091
7,37,5789,4651
7,63,5301,4269
7,71,4249,3511
7,72,6164,4937
7,73,4455,3671
7,75,4997,4015
7,77,4883,3919
7,86,4550,3766
7,97,4550,3766
7,105,5371,4323
7,111,4790,3859
7,119,5486,4402
7,158,4464,3620
7,182,6117,4907
7,184,6293,5061
7,218,4787,3855
7,222,4795,3862
7,226,4477,3693
7,263,5424,4277
7,276,4174,3449
7,284,4916,3964
7,296,6366,5162
7,297,5198,4181
7,298,1938,1586
7,300,4893,3951
7,330,4550,3766
7,335,5564,4479
7,340,4823,3909
7,348,5996,4816
7,353,6259,5006
7,354,5530,4508
7,366,6193,4956
7,372,4522,3669
7,376,4983,3969
7,399,4045,3294
7,406,5102,4126
7,418,4471,3678
7,427,5879,4727
7,451,4503,3708
7,476,5637,4536
7,489,5592,4390
7,11,9887,7524
7,25,2173,1716
7,80,2402,1951
7,100,2150,1773
7,116,1720,1365
7,140,2210,1823
7,142,2207,1785
7,171,1856,1535
7,195,2776,2276
7,198,2092,1687
7,200,2948,2355
7,202,2171,1760
7,225,2414,1996
7,229,2574,2121
7,285,2353,1905
7,324,624,492
7,360,3891,3227
7,362,2734,2257
7,368,2206,1820
7,395,723,533
7,401,2875,2348
7,454,2780,2280
7,459,2207,1785
7,14,11254,8846
7,65,11415,8970
7,88,12051,9471
7,89,12271,9650
7,95,10962,8632
7,101,12271,9650
7,147,12305,9641
7,152,12164,9563
7,179,11151,8776
7,211,11264,8853
7,268,12271,9650
7,279,12635,9891
7,280,12271,9650
7,336,12271,9650
7,349,12586,9832
7,377,11564,9084
7,384,11808,9246
7,402,11456,8997
7,457,11046,8696
7,465,12035,9460
7,4,11667,9114
7,56,11626,9092
7,61,9321,7268
7,178,9263,7367
7,301,11772,9199
7,33,4460,3638
7,35,6346,5163
7,41,5545,4488
7,67,4663,3784
7,82,5060,4042
7,91,5077,4058
7,106,6346,5163
7,133,5846,4585
7,144,6346,5163
7,157,6346,5163
7,167,6346,5163
7,173,6346,5163
7,312,5665,4455
7,325,5672,4506
7,332,4664,3813
7,343,12608,10000
7,375,6346,5163
7,388,4757,3849
7,392,5012,4011
7,394,4862,3914
7,397,4359,3561
7,40,10676,8417
7,90,11573,9111
7,102,11357,8933
7,103,12463,9819
7,104,11196,8828
7,126,11569,9103
7,150,10629,8380
7,199,11242,8863
7,212,11654,9175
7,355,11390,8963
7,425,10961,8620
7,269,16793,12513
7,189,12567,9264
7,205,10384,7670
7,352,11671,8584
7,367,12113,8952
7,416,11616,8578
7,426,10956,8082
7,432,10956,8082
7,493,11675,8623
7,3,11452,9163
7,117,10393,8330
7,134,11033,8818
7,227,8994,7207
7,434,9054,7319
7,378,8499,6776
7,17,8159,6551
7,351,7703,6133
7,20,10206,8277
7,66,9440,7573
8,156,32565,23547
8,311,31029,22387
8,13,39457,28040
8,240,39440,28029
8,328,39449,28035
8,1,37099,26432
8,85,35771,25460
8,123,35771,25460
8,201,35703,25431
8,230,37733,27603
8,261,35274,25117
8,313,35763,25483
8,316,37852,27048
8,342,33531,23852
8,114,30225,21451
8,295,32241,22905
8,323,30240,21464
8,365,29987,21279
8,398,32164,22864
8,455,33545,23843
8,60,43368,30692
8,130,43409,30719
8,155,52318,40096
8,386,18728,14391
8,441,13756,10874
8,154,16680,12900
8,303,17153,13233
8,274,13818,10862
8,39,14232,11208
8,187,14378,11331
8,214,14241,11234
8,314,14403,11351
8,403,14480,11403
8,305,16834,15511
8,59,14441,11234
8,129,15621,12115
8,166,15662,12149
8,288,15905,12319
8,469,17333,13339
8,216,7353,5250
8,232,6803,4858
8,460,6653,4751
8,473,7353,5250
8,9,5860,4012
8,29,3570,2419
8,68,3570,2419
8,118,6206,4242
8,122,3570,2419
8,138,5552,3815
8,190,5074,3472
8,231,6625,4733
8,273,3741,2527
8,396,366,317
8,404,5601,3840
8,442,3996,2801
8,447,3757,2538
8,480,6224,4259
8,486,3570,2419
8,197,27258,20866
8,456,25678,18275
8,87,27404,19487
8,120,26999,19193
8,132,27404,19487
8,369,27404,19487
8,436,27192,19328
8,496,27404,19487
8,53,25879,18703
8,55,25576,18715
8,107,26201,19234
8,151,25856,18938
8,188,26005,19046
8,293,25855,18937
8,341,26005,19046
8,346,25961,18986
8,153,24794,17950
8,289,25044,18510
8,339,24042,17706
8,52,22278,16449
8,137,25053,18123
8,145,22771,16779
8,228,22162,16331
8,282,23164,16621
8,315,22771,16779
8,327,22836,16847
8,334,23984,17627
8,350,23128,16597
8,363,21948,16170
8,379,22818,16832
8,413,27594,19735
8,421,23359,17218
8,433,22029,16230
8,448,22089,16273
8,439,25206,18116
8,483,23480,16686
8,407,15505,11659
8,320,8449,5926
8,319,5442,3870
8,58,12278,8741
8,8,10955,7765
8,49,10844,7705
8,135,10818,7674
8,143,10974,7779
8,161,11515,8182
8,307,11755,8316
8,387,12296,8905
8,419,10818,7674
8,424,10112,7155
8,299,21947,16841
8,331,21094,15626
8,2,19377,13965
8,36,21146,15155
8,38,19470,13999
8,47,24021,17273
8,64,19959,14385
8,84,21220,15215
8,172,22074,15872
8,180,20945,15008
8,186,19127,13762
8,194,21220,15215
8,247,21220,15215
8,248,21270,15253
8,253,20932,15000
8,259,21148,15160
8,260,21072,15103
8,265,21220,15215
8,266,21220,15215
8,267,21272,15254
8,321,21265,15249
8,333,19292,13882
8,345,20946,15009
8,357,21732,15589
8,371,22074,15872
8,385,18888,13604
8,389,21872,15703
8,405,23103,16587
8,420,20946,15009
8,423,19356,13952
8,429,20441,14709
8,430,21887,15751
8,435,22017,15778
8,437,21723,15633
8,466,19377,13965
8,474,21273,15255
8,477,22669,16298
8,479,19722,14171
8,484,20063,14472
8,21,11893,8528
8,233,11956,8554
8,446,12528,8959
8,478,12528,8959
8,19,11050,7921
8,24,11284,8091
8,27,11253,8073
8,30,9538,6796
8,42,10398,7434
8,43,10121,7243
8,46,10606,7593
8,57,10916,7800
8,62,10527,7527
8,92,10606,7593
8,96,11260,8075
8,112,10606,7593
8,121,37231,30884
8,160,11723,8412
8,174,10606,7593
8,192,11332,8124
8,193,11411,8179
8,208,10857,7743
8,209,11294,8104
8,210,11242,8064
8,220,11272,8087
8,224,9996,7140
8,242,11306,8105
8,243,11308,8107
8,244,11475,8224
8,246,11286,8091
8,249,11269,8080
8,250,11283,8095
8,251,11269,8080
8,252,11286,8091
8,254,11297,8099
8,255,11269,8080
8,256,11286,8091
8,257,11367,8148
8,262,11442,8208
8,264,11269,8080
8,271,11301,8105
8,277,11614,8330
8,281,10606,7593
8,291,9120,6588
8,306,11264,8078
8,310,9781,7020
8,317,8226,5972
8,347,11287,8092
8,358,11247,8065
8,364,10606,7593
8,391,11330,8119
8,393,10255,7447
8,400,10489,7498
8,412,10606,7593
8,422,11304,8103
8,444,10887,7797
8,452,11286,8091
8,464,11183,8020
8,467,11151,7987
8,471,11366,8155
8,472,11451,8200
8,481,10505,8288
8,485,11286,8091
8,498,11258,8076
8,125,11175,8808
8,239,9773,7814
8,270,8293,6140
8,290,9067,6550
8,380,13641,9755
8,98,9707,6901
8,113,10256,7279
8,50,8837,6291
8,51,7633,5478
8,54,8305,5950
8,78,10119,7160
8,81,10135,7170
8,127,8933,6372
8,131,7387,5314
8,191,8189,5881
8,196,8305,5950
8,237,8305,5950
8,238,7470,5366
8,318,8856,6299
8,361,8421,6024
8,468,7633,5478
8,5,10493,7437
8,15,8814,6255
8,16,10300,7325
8,18,9847,7009
8,44,11067,7846
8,69,9969,7097
8,70,10526,7495
8,83,10526,7495
8,94,9139,6482
8,99,10180,7231
8,110,9828,6995
8,124,11203,7997
8,136,10201,7260
8,139,8242,5913
8,149,10161,7208
8,159,10718,7616
8,163,10635,7570
8,165,11062,7896
8,169,9893,7018
8,176,10526,7495
8,177,9804,6971
8,185,10992,7830
8,203,10063,7149
8,207,10166,7223
8,215,9678,6876
8,223,9376,6666
8,278,10558,7486
8,286,11248,8038
8,292,11198,7937
8,308,9872,7021
8,322,10526,7495
8,329,11063,7902
8,337,10520,7454
8,356,9907,7035
8,359,10526,7495
8,370,10851,7699
8,374,9947,7075
8,382,11171,7957
8,408,10677,7589
8,410,10826,7707
8,411,10831,7710
8,445,11018,7867
8,449,10526,7495
8,450,11313,8014
8,458,10353,7357
8,461,10085,7167
8,462,10069,7166
8,475,10526,7495
8,490,10158,7210
8,491,10097,7160
8,492,9274,6582
8,497,11026,7872
8,181,33788,24955
8,272,33843,25012
8,141,13716,10259
8,344,15003,11923
8,438,13512,10609
8,183,11839,8576
8,494,11781,8544
8,495,11797,8556
8,7,18491,13252
8,12,17685,12710
8,22,17202,12417
8,26,17783,12672
8,31,17204,12301
8,34,17099,12327
8,45,18544,13267
8,93,17835,12822
8,115,17925,12889
8,168,17997,12946
8,206,19380,13871
8,219,17993,12943
8,221,17292,12476
8,241,18067,13001
8,275,17935,12897
8,283,17766,12677
8,309,17874,12855
8,326,17685,12710
8,373,17685,12710
8,409,18245,13085
8,414,18788,13451
8,431,17443,12476
8,443,18653,13363
8,453,17766,12779
8,463,17349,12475
8,74,12486,8918
8,383,12504,8932
8,417,11768,8353
8,499,12505,8933
8,23,13352,9501
8,79,13524,9620
8,162,12685,9013
8,175,12857,9088
8,204,12854,9088
8,338,13085,9292
8,390,13352,9501
8,170,15933,11342
8,213,16117,11546
8,76,14499,10425
8,108,13701,9818
8,128,14396,10305
8,148,18532,13278
8,164,14600,10499
8,234,14552,10464
8,235,14488,10416
8,245,13896,9893
8,258,13901,9896
8,287,14386,10341
8,294,14801,10595
8,302,14801,10595
8,381,14383,10245
8,415,14801,10595
8,428,14827,10617
8,487,14132,10135
8,488,14801,10595
8,500,13985,10030
8,6,17177,12282
8,10,17121,12247
8,28,15515,11092
8,37,16301,11657
8,63,16710,11978
8,71,17169,12276
8,72,15624,11174
8,73,16809,12137
8,75,16697,12054
8,77,16924,12191
8,86,17178,12299
8,97,17178,12299
8,105,16780,12027
8,111,16831,12131
8,119,16669,11916
8,158,16972,12233
8,182,15577,11144
8,184,15461,11050
8,218,17110,12335
8,222,16836,12134
8,226,16908,12094
8,263,17541,12520
8,276,17236,12328
8,284,16617,12003
8,296,15031,10840
8,297,16957,12114
8,298,19594,13903
8,300,16547,11955
8,330,17178,12299
8,335,16486,11833
8,340,16509,11922
8,348,16066,11533
8,353,15613,11158
8,354,16328,11802
8,366,15653,11193
8,372,16914,12198
8,376,17100,12212
8,399,17242,12405
8,406,16186,11709
8,418,16941,12115
8,427,16180,11717
8,451,16762,12102
8,476,16319,11712
8,489,17709,12633
8,11,22004,15767
8,25,19764,14109
8,80,18982,13590
8,100,19282,13692
8,116,20367,14418
8,140,19222,13653
8,142,19514,13839
8,171,19576,13885
8,195,18510,13263
8,198,19765,14020
8,200,19087,13669
8,202,19137,13712
8,225,19018,13525
8,229,18964,13492
8,285,18935,13569
8,324,20882,14763
8,360,17321,12496
8,362,18651,13327
8,368,19226,13656
8,395,21421,15142
8,401,18499,13269
8,454,18707,13303
8,459,19514,13839
8,14,12231,8698
8,65,11649,8264
8,88,11234,7953
8,89,11006,7794
8,95,12073,8575
8,101,11006,7794
8,147,11303,7989
8,152,11056,7823
8,179,11884,8443
8,211,12241,8706
8,268,11006,7794
8,279,11523,8141
8,280,11006,7794
8,336,11006,7794
8,349,11562,8183
8,377,11470,8133
8,384,11901,8425
8,402,11667,8272
8,457,12223,8689
8,465,11218,7942
8,4,15814,11326
8,56,15492,11098
8,61,14605,10442
8,178,14784,10496
8,301,15486,11092
8,33,18141,12932
8,35,15898,11322
8,41,17008,12119
8,67,17725,12634
8,82,18740,13337
8,91,18758,13353
8,106,15898,11322
8,133,18935,13453
8,144,15898,11322
8,157,15898,11322
8,167,15898,11322
8,173,15898,11322
8,312,18844,13391
8,325,18081,12859
8,332,17465,12428
8,343,9422,6696
8,375,15898,11322
8,388,18438,13144
8,392,18692,13306
8,394,18093,12889
8,397,18163,12944
8,40,11135,7911
8,90,10530,7462
8,102,10584,7516
8,103,9672,6826
8,104,10810,7663
8,126,10424,7380
8,150,11209,7967
8,199,10764,7631
8,212,10452,7397
8,355,10680,7593
8,425,11228,7969
8,269,29742,21621
8,189,27978,20184
8,205,28713,20746
8,352,28873,20812
8,367,27088,19539
8,416,27953,20184
8,426,28275,20405
8,432,28275,20405
8,493,27893,20140
8,3,12701,9180
8,117,13140,9435
8,134,13086,9453
8,227,14308,10259
8,434,14431,10338
8,378,15462,11092
8,17,20366,14863
8,351,20045,14419
8,20,17483,12879
8,66,14216,10229
9,156,20431,14989
9,311,18895,13829
9,13,27323,19482
9,240,27307,19471
9,328,27315,19477
9,1,24965,17874
9,85,23637,16902
9,123,23637,16902
9,201,23569,16873
9,230,25599,19045
9,261,23141,16559
9,313,23630,16926
9,316,25719,18490
9,342,21398,15294
9,114,18091,12893
9,295,20107,14347
9,323,18107,12906
9,365,17853,12721
9,398,20030,14306
9,455,21411,15285
9,60,31234,22134
9,130,31276,22161
9,155,40184,31538
9,386,25846,20333
9,441,23184,18759
9,154,24746,19679
9,303,25052,19781
9,274,20942,16944
9,39,22669,18253
9,187,22920,18476
9,214,22783,18369
9,314,22835,18405
9,403,22912,18456
9,305,27559,24594
9,59,19519,15834
9,129,21374,17171
9,166,21252,17083
9,288,21305,17128
9,469,21530,17281
9,216,7260,5648
9,232,7398,5787
9,460,7300,5716
9,473,7260,5648
9,9,8501,6710
9,29,10769,8536
9,68,10769,8536
9,118,8158,6404
9,122,10769,8536
9,138,9837,7757
9,190,9292,7360
9,231,7329,5739
9,273,10798,8533
9,396,12450,10558
9,404,8766,6953
9,442,11700,9260
9,447,10782,8520
9,480,8179,6424
9,486,10769,8536
9,197,35625,27936
9,456,13545,9717
9,87,15271,10929
9,120,14865,10635
9,132,15271,10929
9,369,15271,10929
9,436,15058,10771
9,496,15271,10929
9,53,13745,10145
9,55,14036,10421
9,107,15245,11398
9,151,14567,10859
9,188,14504,10795
9,293,14565,10858
9,341,14504,10795
9,346,14073,10431
9,153,12660,9393
9,289,14190,10669
9,339,12597,9522
9,52,11294,8750
9,137,12919,9565
9,145,11670,8856
9,228,10940,8320
9,282,11031,8063
9,315,11670,8856
9,327,11852,9148
9,334,12912,9706
9,350,10994,8039
9,363,10580,8043
9,379,11845,8976
9,413,15460,11177
9,421,12268,9272
9,433,10878,8268
9,448,10819,8228
9,439,13325,9765
9,483,11346,8128
9,407,7869,6369
9,320,4689,3664
9,319,7576,6203
9,58,5718,4325
9,8,6086,4613
9,49,6292,4779
9,135,6266,4748
9,143,6324,4791
9,161,5669,4306
9,307,4857,3685
9,387,9480,7259
9,419,6266,4748
9,424,5643,4297
9,299,11515,9629
9,331,10114,7978
9,2,7497,5615
9,36,9265,6804
9,38,7590,5648
9,47,12140,8922
9,64,8079,6034
9,84,9340,6864
9,172,10194,7521
9,180,9064,6657
9,186,7247,5411
9,194,9340,6864
9,247,9340,6864
9,248,9389,6902
9,253,9052,6649
9,259,9268,6810
9,260,9192,6752
9,265,9340,6864
9,266,9340,6864
9,267,9392,6904
9,321,9384,6898
9,333,7411,5532
9,345,9066,6658
9,357,9852,7239
9,371,10194,7521
9,385,7007,5253
9,389,9991,7352
9,405,11222,8236
9,420,9066,6658
9,423,7476,5601
9,429,8560,6359
9,430,10007,7400
9,435,10137,7427
9,437,9843,7283
9,466,7497,5615
9,474,9392,6904
9,477,10788,7947
9,479,7842,5820
9,484,8183,6121
9,21,2369,1841
9,233,1754,1352
9,446,1989,1511
9,478,1989,1511
9,19,2803,2185
9,24,2568,2009
9,27,2625,2057
9,30,4283,3340
9,42,3027,2402
9,43,3519,2782
9,46,2851,2259
9,57,2209,1775
9,62,2525,2016
9,92,2851,2259
9,96,2485,1991
9,112,2851,2259
9,121,45598,37954
9,160,2518,1969
9,174,2851,2259
9,192,2561,2014
9,193,2483,1952
9,208,2568,2019
9,209,2647,2114
9,210,2699,2150
9,220,2670,2130
9,224,3125,2485
9,242,2547,1993
9,243,2544,1991
9,244,2591,2020
9,246,2607,2050
9,249,2608,2050
9,250,2659,2122
9,251,2610,2052
9,252,2607,2050
9,254,2556,1999
9,255,2614,2056
9,256,2607,2050
9,257,2527,1987
9,262,2796,2181
9,264,2610,2052
9,271,2664,2087
9,277,2391,1878
9,281,2851,2259
9,291,5084,4026
9,306,2702,2115
9,310,4244,3365
9,317,5721,4580
9,347,2606,2049
9,358,2619,2095
9,364,2851,2259
9,391,2564,2013
9,393,5066,4026
9,400,3311,2610
9,412,2851,2259
9,422,2549,1994
9,444,2928,2314
9,452,2608,2050
9,464,2759,2194
9,467,2290,1832
9,471,2738,2140
9,472,3012,2331
9,481,7592,6107
9,485,2607,2050
9,498,2683,2139
9,125,7593,6145
9,239,8214,6656
9,270,7107,5761
9,290,5068,4033
9,380,1656,1275
9,98,4005,3150
9,113,2709,2146
9,50,4036,3207
9,51,5184,4164
9,54,4771,3855
9,78,2701,2138
9,81,2685,2127
9,127,4412,3508
9,131,5510,4479
9,191,5090,4038
9,196,4771,3855
9,237,4771,3855
9,238,5347,4321
9,318,3965,3147
9,361,4627,3733
9,468,5184,4164
9,5,3113,2385
9,15,3952,3166
9,16,2371,1925
9,18,2897,2345
9,44,2341,1812
9,69,3485,2738
9,70,2445,1982
9,83,2445,1982
9,94,3627,2911
9,99,2928,2296
9,110,2877,2332
9,124,1486,1195
9,136,2622,2085
9,139,4737,3840
9,149,3742,2898
9,159,2402,1893
9,163,2153,1679
9,165,2102,1658
9,169,2997,2416
9,176,2445,1982
9,177,3044,2401
9,185,1953,1537
9,203,2919,2294
9,207,2914,2288
9,215,3229,2535
9,223,3599,2894
9,278,2983,2323
9,286,1569,1263
9,292,1945,1520
9,308,3145,2472
9,322,2445,1982
9,329,2229,1768
9,337,2916,2279
9,356,3154,2472
9,359,2445,1982
9,370,2023,1589
9,374,3370,2642
9,382,1649,1296
9,408,2398,1867
9,410,2132,1664
9,411,2127,1661
9,445,1678,1349
9,449,2445,1982
9,450,1979,1540
9,458,2704,2131
9,461,2896,2279
9,462,2754,2185
