IDH,IDC,Distancia,Tiempo
3,454,27590,20816
3,459,28397,21352
3,14,19533,15000
3,65,18952,14565
3,88,18536,14254
3,89,18309,14095
3,95,19375,14876
3,101,18309,14095
3,147,18461,14167
3,152,18359,14125
3,179,19186,14744
3,211,19544,15007
3,268,18309,14095
3,279,18310,14057
3,280,18309,14095
3,336,18309,14095
3,349,18606,14272
3,377,18773,14434
3,384,19111,14645
3,402,18970,14573
3,457,19526,14990
3,465,18520,14243
3,4,21643,16489
3,56,21322,16261
3,61,21888,16682
3,178,22231,16927
3,301,21316,16255
3,33,27533,20946
3,35,26026,19848
3,41,27136,20645
3,67,27189,20694
3,82,28133,21350
3,91,28150,21366
3,106,26026,19848
3,133,28389,21481
3,144,26026,19848
3,157,26026,19848
3,167,26026,19848
3,173,26026,19848
3,312,28307,21451
3,325,28209,21385
3,332,26965,20530
3,343,18938,15086
3,375,26026,19848
3,388,27830,21157
3,392,28085,21319
3,394,27556,20949
3,397,27555,20957
3,40,20199,15547
3,90,19251,14823
3,102,19467,15007
3,103,19188,15215
3,104,19642,15105
3,126,19319,14873
3,150,20273,15602
3,199,19596,15072
3,212,19223,14802
3,355,19562,15084
3,425,20292,15605
3,269,38625,29134
3,189,36861,27697
3,205,37596,28259
3,352,37756,28326
3,367,35971,27052
3,416,36836,27697
3,426,37158,27918
3,432,37158,27918
3,493,36776,27653
3,3,25381,19575
3,117,24919,19487
3,134,25766,19848
3,227,25194,19369
3,434,25074,19279
3,378,26550,20346
3,17,30623,23332
3,351,30173,22945
3,20,28754,22263
3,66,25761,19780
4,156,15576,11565
4,311,14040,10405
4,13,22468,16058
4,240,22451,16047
4,328,22460,16053
4,1,19422,14009
4,85,18094,13037
4,123,18094,13037
4,201,18026,13008
4,230,20744,15621
4,261,17597,12694
4,313,18086,13060
4,316,20175,14625
4,342,15854,11429
4,114,12548,9028
4,295,14564,10482
4,323,12563,9041
4,365,12310,8855
4,398,14487,10441
4,455,15868,11420
4,60,25691,18269
4,130,25732,18296
4,155,35329,28114
4,386,31575,24966
4,441,28912,23392
4,154,30475,24312
4,303,30780,24414
4,274,26670,21577
4,39,28398,22886
4,187,28649,23109
4,214,28512,23002
4,314,28564,23037
4,403,28641,23089
4,305,33608,29383
4,59,25248,20466
4,129,27103,21804
4,166,26981,21716
4,288,27034,21761
4,469,27258,21914
4,216,13476,10633
4,232,13614,10771
4,460,13516,10701
4,473,13476,10633
4,9,14716,11695
4,29,16985,13521
4,68,16985,13521
4,118,14373,11389
4,122,16985,13521
4,138,16053,12742
4,190,15508,12345
4,231,13544,10724
4,273,17014,13517
4,396,18360,15358
4,404,14981,11938
4,442,17915,14245
4,447,16998,13505
4,480,14395,11409
4,486,16985,13521
4,197,41354,32569
4,456,8689,6293
4,87,9727,7064
4,120,9322,6770
4,132,9727,7064
4,369,9727,7064
4,436,9515,6905
4,496,9727,7064
4,53,9511,7069
4,55,9801,7345
4,107,11613,8773
4,151,10332,7783
4,188,10269,7719
4,293,10331,7782
4,341,10269,7719
4,346,9838,7355
4,153,8756,6570
4,289,10657,8208
4,339,9219,7190
4,52,7888,6228
4,137,8913,6667
4,145,8136,6395
4,228,7407,5860
4,282,7490,5572
4,315,8136,6395
4,327,8446,6626
4,334,9378,7245
4,350,7454,5548
4,363,7047,5583
4,379,8311,6516
4,413,9988,7369
4,421,8734,6812
4,433,7344,5808
4,448,7285,5768
4,439,11837,8874
4,483,6491,4704
4,407,11663,9386
4,320,10848,8616
4,319,13735,11155
4,58,11370,8871
4,8,11738,9159
4,49,12020,9412
4,135,11994,9381
4,143,11976,9337
4,161,11320,8851
4,307,10509,8231
4,387,15209,11892
4,419,11994,9381
4,424,11372,8930
4,299,10730,9286
4,331,8850,7260
4,2,6009,4723
4,36,7778,5913
4,38,6102,4757
4,47,10652,8031
4,64,6591,5143
4,84,7852,5973
4,172,8706,6630
4,180,7576,5766
4,186,5759,4520
4,194,7852,5973
4,247,7852,5973
4,248,7901,6011
4,253,7564,5758
4,259,7780,5918
4,260,7704,5861
4,265,7852,5973
4,266,7852,5973
4,267,7904,6012
4,321,7896,6007
4,333,5923,4640
4,345,7578,5767
4,357,8364,6347
4,371,8706,6630
4,385,5519,4362
4,389,8503,6461
4,405,9734,7345
4,420,7578,5767
4,423,5988,4710
4,429,7072,5467
4,430,8519,6509
4,435,8649,6536
4,437,8355,6391
4,466,6009,4723
4,474,7904,6013
4,477,9300,7056
4,479,6354,4929
4,484,6695,5230
4,21,7311,5791
4,233,6853,5431
4,446,6683,5283
4,478,6683,5283
4,19,7884,6248
4,24,7650,6072
4,27,7706,6120
4,30,10265,8104
4,42,8470,6709
4,43,8867,7020
4,46,8296,6570
4,57,7905,6280
4,62,8207,6611
4,92,8296,6570
4,96,7796,6198
4,112,8296,6570
4,121,51327,42587
4,160,7600,6032
4,174,8296,6570
4,192,7643,6077
4,193,7564,6015
4,208,8250,6614
4,209,7859,6238
4,210,7834,6217
4,220,7864,6240
4,224,8772,6950
4,242,7628,6055
4,243,7626,6053
4,244,7673,6083
4,246,7689,6113
4,249,7689,6113
4,250,7871,6246
4,251,7691,6115
4,252,7689,6113
4,254,7637,6062
4,255,7696,6119
4,256,7689,6113
4,257,7608,6050
4,262,7877,6244
4,264,7692,6115
4,271,7745,6150
4,277,7473,5941
4,281,8296,6570
4,291,10632,8410
4,306,7783,6178
4,310,9792,7749
4,317,11375,9072
4,347,7688,6112
4,358,7727,6144
4,364,8296,6570
4,391,7645,6076
4,393,10527,8333
4,400,8490,6718
4,412,8296,6570
4,422,7631,6057
4,444,8160,6453
4,452,7689,6113
4,464,7864,6238
4,467,7624,6060
4,471,7820,6202
4,472,8045,6356
4,481,13140,10491
4,485,7689,6113
4,498,7850,6229
4,125,12718,10213
4,239,13762,11040
4,270,12968,10416
4,290,10616,8417
4,380,5721,4550
4,98,9987,7914
4,113,8691,6911
4,50,10019,7972
4,51,11094,8964
4,54,10453,8450
4,78,8683,6903
4,81,8668,6892
4,127,10094,8103
4,131,11669,9339
4,191,11073,8803
4,196,10453,8450
4,237,10453,8450
4,238,11257,9120
4,318,9947,7912
4,361,10310,8328
4,468,11094,8964
4,5,9328,7370
4,15,10111,8118
4,16,8529,6877
4,18,9056,7297
4,44,8499,6764
4,69,9644,7690
4,70,8604,6934
4,83,8604,6934
4,94,9786,7863
4,99,9086,7248
4,110,9036,7283
4,124,7645,6147
4,136,8781,7037
4,139,10967,8753
4,149,9901,7850
4,159,8110,6426
4,163,8396,6665
4,165,8545,6832
4,169,9156,7368
4,176,8604,6934
4,177,9203,7353
4,185,8396,6712
4,203,9077,7245
4,207,9073,7240
4,215,9388,7487
4,223,9758,7846
4,278,9337,7375
4,286,7728,6215
4,292,8104,6472
4,308,9514,7517
4,322,8604,6934
4,329,8672,6943
4,337,9075,7231
4,356,9313,7424
4,359,8604,6934
4,370,8182,6541
4,374,9528,7594
4,382,8092,6471
4,408,8151,6462
4,410,8575,6839
4,411,8571,6836
4,445,7837,6301
4,449,8604,6934
4,450,8288,6564
4,458,8863,7083
4,461,9055,7231
4,462,8913,7137
4,475,8604,6934
4,490,9371,7407
4,491,9130,7236
4,492,9643,7761
4,497,8581,6862
4,181,20420,15713
4,272,20474,15770
4,141,13015,10623
4,344,17468,14052
4,438,15162,12151
4,183,8938,7083
4,494,9762,7726
4,495,9778,7738
4,7,2324,1814
4,12,1780,1467
4,22,2694,2206
4,26,1179,897
4,31,3032,2505
4,34,2955,2380
4,45,2365,1903
4,93,1833,1508
4,115,1758,1451
4,168,1843,1519
4,206,3213,2433
4,219,1839,1516
4,221,2792,2269
4,241,1963,1618
4,275,1768,1459
4,283,4397,3435
4,309,1873,1541
4,326,1780,1467
4,373,1780,1467
4,409,2077,1647
4,414,2620,2013
4,431,2856,2321
4,443,2499,1936
4,453,1707,1423
4,463,2117,1731
4,74,6778,5459
4,383,6760,5441
4,417,7309,5832
4,499,6758,5440
4,23,6304,5045
4,79,6336,5061
4,162,7287,5770
4,175,7914,6222
4,204,7964,6257
4,338,6715,5340
4,390,6304,5045
4,170,6632,5267
4,213,6563,5214
4,76,4414,3548
4,108,5329,4299
4,128,5368,4359
4,148,2364,1840
4,164,4344,3473
4,234,4361,3509
4,235,4426,3557
4,245,5405,4323
4,258,5400,4319
4,287,4527,3629
4,294,5172,4194
4,302,5172,4194
4,381,4968,4016
4,415,5172,4194
4,428,4689,3835
4,487,4684,3735
4,488,5172,4194
4,500,4858,3888
4,6,3092,2558
4,10,3103,2519
4,28,4384,3588
4,37,4535,3648
4,63,4047,3266
4,71,3100,2564
4,72,4196,3418
4,73,3002,2451
4,75,2716,2201
4,77,3002,2403
4,86,3217,2627
4,97,3217,2627
4,105,4117,3320
4,111,2969,2392
4,119,4232,3399
4,158,2643,2153
4,182,4149,3388
4,184,3900,3226
4,218,2966,2388
4,222,2974,2395
4,226,3273,2659
4,263,4173,3278
4,276,3025,2502
4,284,2796,2266
4,296,3913,3174
4,297,3944,3177
4,298,3322,2521
4,300,2826,2295
4,330,3217,2627
4,335,4310,3476
4,340,3000,2448
4,348,4743,3813
4,353,4298,3509
4,354,3753,3043
4,366,4225,3437
4,372,2701,2202
4,376,3732,2970
4,399,2224,1817
4,406,3078,2508
4,418,3311,2679
4,427,3855,3109
4,451,2955,2416
4,476,4383,3533
4,489,4341,3391
4,11,8635,6525
4,25,3597,2671
4,80,2814,2153
4,100,3005,2310
4,116,4184,3126
4,140,2945,2271
4,142,3230,2466
4,171,3299,2503
4,195,2343,1825
4,198,3750,2846
4,200,2919,2231
4,202,2970,2274
4,225,2741,2143
4,229,2846,2226
4,285,2781,2142
4,324,4572,3371
4,360,2742,2280
4,362,2629,2080
4,368,2949,2274
4,395,5111,3750
4,401,2345,1842
4,454,2692,2129
4,459,3230,2466
4,14,9111,7194
4,65,9273,7319
4,88,9909,7820
4,89,10129,7999
4,95,8820,6981
4,101,10129,7999
4,147,10162,7990
4,152,10022,7911
4,179,9008,7125
4,211,9122,7202
4,268,10129,7999
4,279,10492,8240
4,280,10129,7999
4,336,10129,7999
4,349,10444,8181
4,377,9422,7432
4,384,9665,7595
4,402,9313,7346
4,457,8903,7045
4,465,9893,7809
4,4,9672,7577
4,56,9631,7555
4,61,7326,5731
4,178,7620,6010
4,301,9777,7662
4,33,662,531
4,35,3015,2400
4,41,2213,1725
4,67,1179,902
4,82,62,49
4,91,164,128
4,106,3015,2400
4,133,2331,1678
4,144,3015,2400
4,157,3015,2400
4,167,3015,2400
4,173,3015,2400
4,312,921,651
4,325,2341,1735
4,332,1333,1049
4,343,9983,8012
4,375,3015,2400
4,388,603,482
4,392,0,0
4,394,1103,829
4,397,797,625
4,40,8534,6765
4,90,9430,7460
4,102,9215,7282
4,103,10320,8167
4,104,9053,7177
4,126,9426,7452
4,150,8486,6729
4,199,9099,7211
4,212,9512,7524
4,355,9247,7312
4,425,8819,6968
4,269,16374,12379
4,189,14907,10919
4,205,12723,9325
4,352,14010,10238
4,367,13720,10297
4,416,13955,10233
4,426,13295,9737
4,432,13295,9737
4,493,14015,10277
4,3,8120,6400
4,117,7062,5567
4,134,7702,6055
4,227,5662,4444
4,434,5722,4556
4,378,5168,4013
4,17,4828,3788
4,351,4371,3370
4,20,6874,5513
4,66,6109,4810
5,156,18760,13791
5,311,17224,12631
5,13,25652,18284
5,240,25636,18273
5,328,25644,18279
5,1,23004,16395
5,85,21675,15423
5,123,21675,15424
5,201,21608,15394
5,230,23928,17847
5,261,21179,15080
5,313,21668,15447
5,316,23757,17011
5,342,19436,13815
5,114,16129,11414
5,295,18145,12868
5,323,16145,11427
5,365,15891,11242
5,398,18068,12827
5,455,19450,13806
5,60,29272,20655
5,130,29314,20682
5,155,38513,30340
5,386,26894,21166
5,441,24231,19592
5,154,25793,20512
5,303,26099,20614
5,274,21989,17777
5,39,23717,19087
5,187,23968,19309
5,214,23830,19202
5,314,23882,19238
5,403,23959,19289
5,305,30169,26285
5,59,20566,16667
5,129,22421,18004
5,166,22300,17916
5,288,22353,17961
5,469,22577,18114
5,216,8710,6764
5,232,8848,6903
5,460,8750,6832
5,473,8710,6764
5,9,9951,7826
5,29,12219,9652
5,68,12219,9652
5,118,9608,7520
5,122,12219,9652
5,138,11287,8873
5,190,10742,8476
5,231,8779,6855
5,273,12248,9649
5,396,14212,11814
5,404,10216,8069
5,442,13150,10376
5,447,12232,9636
5,480,9629,7540
5,486,12219,9652
5,197,36673,28770
5,456,11873,8519
5,87,13309,9451
5,120,12903,9156
5,132,13309,9451
5,369,13309,9451
5,436,13096,9292
5,496,13309,9451
5,53,12695,9295
5,55,12986,9571
5,107,14236,10708
5,151,13517,10009
5,188,13453,9945
5,293,13515,10009
5,341,13453,9945
5,346,13022,9581
5,153,11653,8699
5,289,13181,9979
5,339,11588,8832
5,52,10413,7999
5,137,11913,8871
5,145,10661,8166
5,228,9931,7630
5,282,10024,7369
5,315,10661,8166
5,327,10971,8397
5,334,11903,9016
5,350,9988,7345
5,363,9571,7353
5,379,10836,8286
5,413,13569,9755
5,421,11259,8582
5,433,9869,7578
5,448,9810,7538
5,439,10782,7830
5,483,9675,6930
5,407,9281,7532
5,320,6440,4974
5,319,9327,7513
5,58,6688,5071
5,8,7057,5359
5,49,7339,5612
5,135,7313,5581
5,143,7294,5537
5,161,6639,5052
5,307,5827,4431
5,387,10527,8092
5,419,7313,5581
5,424,6691,5130
5,299,9418,8100
5,331,7536,6088
5,2,4953,3680
5,36,6722,4869
5,38,5046,3713
5,47,9597,6987
5,64,5535,4099
5,84,6796,4929
5,172,7651,5586
5,180,6521,4722
5,186,4704,3476
5,194,6796,4929
5,247,6796,4929
5,248,6846,4967
5,253,6509,4714
5,259,6724,4875
5,260,6648,4817
5,265,6796,4929
5,266,6796,4929
5,267,6848,4969
5,321,6841,4963
5,333,4868,3597
5,345,6523,4724
5,357,7309,5304
5,371,7651,5586
5,385,4464,3319
5,389,7448,5417
5,405,8679,6302
5,420,6523,4724
5,423,4933,3666
5,429,6017,4424
5,430,7463,5465
5,435,7594,5492
5,437,7299,5348
5,466,4953,3680
5,474,6849,4969
5,477,8245,6012
5,479,5298,3885
5,484,5639,4187
5,21,4464,3560
5,233,3849,3071
5,446,3905,3103
5,478,3905,3103
5,19,4898,3904
5,24,4664,3728
5,27,4721,3777
5,30,6435,5009
5,42,5388,4300
5,43,5880,4680
5,46,5212,4157
5,57,4571,3673
5,62,4886,3914
5,92,5212,4157
5,96,4846,3889
5,112,5212,4157
5,121,46645,38787
5,160,4614,3688
5,174,5212,4157
5,192,4657,3733
5,193,4578,3671
5,208,4929,3917
5,209,4873,3895
5,210,4849,3873
5,220,4878,3896
5,224,5486,4383
5,242,4643,3712
5,243,4640,3710
5,244,4687,3739
5,246,4703,3769
5,249,4703,3769
5,250,4885,3902
5,251,4706,3771
5,252,4703,3769
5,254,4651,3719
5,255,4710,3775
5,256,4703,3769
5,257,4623,3706
5,262,4891,3900
5,264,4706,3771
5,271,4760,3806
5,277,4487,3597
5,281,5212,4157
5,291,7446,5924
5,306,4797,3834
5,310,6605,5263
5,317,7873,6249
5,347,4702,3768
5,358,4742,3800
5,364,5212,4157
5,391,4659,3732
5,393,7428,5924
5,400,5505,4374
5,412,5212,4157
5,422,4645,3713
5,444,5174,4109
5,452,4703,3769
5,464,4878,3895
5,467,4651,3730
5,471,4834,3859
5,472,5108,4050
5,481,9953,8005
5,485,4703,3769
5,498,4865,3886
5,125,9732,7869
5,239,10575,8554
5,270,9259,7430
5,290,7429,5931
5,380,2619,2051
5,98,6157,4819
5,113,4921,3847
5,50,6188,4876
5,51,7336,5833
5,54,7050,5593
5,78,4958,3903
5,81,4943,3892
5,127,6557,5148
5,131,7286,5808
5,191,6869,5418
5,196,7050,5593
5,237,7050,5593
5,238,7499,5990
5,318,6117,4816
5,361,6907,5471
5,468,7336,5833
5,5,4563,3501
5,15,5727,4495
5,16,4173,3277
5,18,4685,3672
5,44,3919,3019
5,69,5084,3973
5,70,4252,3349
5,83,4252,3349
5,94,5402,4240
5,99,4526,3532
5,110,4705,3688
5,124,3344,2617
5,136,4221,3320
5,139,6513,5169
5,149,5297,4097
5,159,4788,3746
5,163,4513,3560
5,165,4103,3232
5,169,4779,3749
5,176,4252,3349
5,177,4642,3636
5,185,4210,3300
5,203,4517,3529
5,207,4512,3523
5,215,4827,3770
5,223,5350,4204
5,278,4572,3506
5,286,3412,2692
5,292,3495,2691
5,308,5057,3947
5,322,4252,3349
5,329,4262,3365
5,337,4514,3515
5,356,4753,3707
5,359,4252,3349
5,370,3602,2796
5,374,4940,3859
5,382,3939,3085
5,408,4748,3718
5,410,4389,3427
5,411,4384,3424
5,445,3560,2804
5,449,4252,3349
5,450,3523,2690
5,458,4303,3366
5,461,4494,3514
5,462,4352,3420
5,475,4252,3349
5,490,4988,3893
5,491,5321,4132
5,492,5259,4138
5,497,4139,3261
5,181,19364,14669
5,272,19419,14726
5,141,10510,8430
5,344,14482,11708
5,438,12176,9807
5,183,6442,5112
5,494,6935,5493
5,495,6951,5505
5,7,4499,3180
5,12,3693,2638
5,22,3181,2312
5,26,4046,2951
5,31,2780,2015
5,34,3106,2255
5,45,4120,2981
5,93,3842,2750
5,115,3933,2818
5,168,4004,2874
5,206,5387,3799
5,219,4000,2872
5,221,3200,2319
5,241,3849,2795
5,275,3943,2826
5,283,3342,2392
5,309,3882,2784
5,326,3693,2638
5,373,3693,2638
5,409,4252,3013
5,414,4795,3379
5,431,3019,2190
5,443,4660,3291
5,453,3773,2707
5,463,3356,2403
5,74,2832,2286
5,383,2850,2300
5,417,2653,2051
5,499,2851,2300
5,23,1588,1220
5,79,1608,1224
5,162,2605,1970
5,175,3233,2422
5,204,3282,2457
5,338,1987,1503
5,390,1588,1220
5,170,2499,1901
5,213,2430,1848
5,76,576,415
5,108,1004,773
5,128,706,582
5,148,4539,3206
5,164,696,502
5,234,616,453
5,235,564,406
5,245,573,434
5,258,577,437
5,287,463,331
5,294,837,664
5,302,837,664
5,381,178,123
5,415,837,664
5,428,556,447
5,487,426,290
5,488,837,664
5,500,598,445
5,6,2753,1996
5,10,2697,1961
5,28,1119,826
5,37,1917,1444
5,63,2286,1693
5,71,2746,1991
5,72,1200,888
5,73,2751,2007
5,75,2708,1969
5,77,2931,2119
5,86,2754,2013
5,97,2754,2013
5,105,2356,1741
5,111,2839,2059
5,119,2370,1736
5,158,2980,2162
5,182,1153,858
5,184,1037,765
5,218,3117,2263
5,222,2844,2062
5,226,2484,1808
5,263,3117,2234
5,276,2812,2042
5,284,2628,1918
5,296,1070,812
5,297,2571,1890
5,298,5170,3617
5,300,2557,1870
5,330,2754,2013
5,335,2062,1547
5,340,2517,1850
5,348,1642,1247
5,353,1217,891
5,354,2161,1599
5,366,1229,907
5,372,2922,2126
5,376,2676,1927
5,399,3249,2334
5,406,2196,1624
5,418,2517,1830
5,427,2187,1645
5,451,2798,2041
5,476,1895,1426
5,489,3285,2347
5,11,7580,5481
5,25,5771,4037
5,80,4989,3519
5,100,4858,3406
5,116,5943,4132
5,140,4798,3368
5,142,5090,3553
5,171,5152,3599
5,195,4518,3192
5,198,5341,3734
5,200,5094,3597
5,202,5144,3640
5,225,4594,3240
5,229,4540,3206
5,285,4943,3498
5,324,6458,4477
5,360,3171,2296
5,362,4227,3041
5,368,4802,3370
5,395,6997,4856
5,401,4506,3198
5,454,4283,3017
5,459,5090,3553
5,14,4430,3395
5,65,4591,3519
5,88,5227,4021
5,89,5447,4199
5,95,4138,3181
5,101,5447,4199
5,147,5481,4190
5,152,5340,4112
5,179,4327,3325
5,211,4440,3402
5,268,5447,4199
5,279,5811,4440
5,280,5447,4199
5,336,5447,4199
5,349,5762,4381
5,377,4740,3633
5,384,4984,3796
5,402,4632,3547
5,457,4222,3245
5,465,5211,4009
5,4,5252,3988
5,56,5211,3967
5,61,2905,2142
5,178,3341,2473
5,301,5357,4073
5,33,4338,3170
5,35,3176,2380
5,41,4148,3067
5,67,3989,2913
5,82,4937,3574
5,91,4955,3591
5,106,3176,2380
5,133,5083,3672
5,144,3176,2380
5,157,3176,2380
5,167,3176,2380
5,173,3176,2380
5,312,5107,3670
5,325,4908,3585
5,332,3723,2730
5,343,5575,4371
5,375,3176,2380
5,388,4635,3381
5,392,4889,3544
5,394,4356,3168
5,397,4360,3181
5,40,3768,2897
5,90,4665,3591
5,102,4449,3413
5,103,5555,4299
5,104,4288,3309
5,126,4661,3583
5,150,3721,2861
5,199,4334,3343
5,212,4746,3655
5,355,4482,3443
5,425,4053,3100
5,269,15318,11336
5,189,13554,9898
5,205,14289,10460
5,352,14449,10527
5,367,12664,9253
5,416,13529,9898
5,426,13851,10119
5,432,13851,10119
5,493,13469,9854
5,3,5661,4433
5,117,4602,3600
5,134,5589,4369
5,227,3533,2752
5,434,3412,2662
5,378,4010,3083
5,17,7352,5558
5,351,6905,5167
5,20,6218,5008
5,66,4194,3244
6,156,18492,13610
6,311,16956,12450
6,13,25384,18103
6,240,25368,18092
6,328,25376,18098
6,1,23134,16507
6,85,21805,15535
6,123,21806,15535
6,201,21738,15506
6,230,23660,17666
6,261,21309,15192
6,313,21798,15558
6,316,23887,17123
6,342,19566,13927
6,114,16259,11526
6,295,18275,12980
6,323,16275,11539
6,365,16021,11354
6,398,18198,12939
6,455,19580,13918
6,60,29402,20767
6,130,29444,20794
6,155,38245,30159
6,386,27180,21394
6,441,24517,19821
6,154,26079,20741
6,303,26385,20843
6,274,22275,18006
6,39,24003,19315
6,187,24254,19538
6,214,24116,19431
6,314,24168,19466
6,403,24245,19518
6,305,29711,26335
6,59,20852,16895
6,129,22707,18233
6,166,22586,18144
6,288,22638,18190
6,469,22863,18343
6,216,8996,6992
6,232,9134,7131
6,460,9036,7060
6,473,8996,6992
6,9,10237,8055
6,29,12505,9881
6,68,12505,9881
6,118,9894,7749
6,122,12505,9881
6,138,11573,9102
6,190,11028,8704
6,231,9065,7084
6,273,12534,9877
6,396,14220,11921
6,404,10502,8297
6,442,13436,10605
6,447,12518,9865
6,480,9915,7769
6,486,12505,9881
6,197,36959,28998
6,456,11606,8338
6,87,13439,9562
6,120,13033,9268
6,132,13439,9562
6,369,13439,9562
6,436,13226,9404
6,496,13439,9562
6,53,12427,9114
6,55,12718,9390
6,107,13968,10527
6,151,13249,9828
6,188,13185,9764
6,293,13247,9827
6,341,13185,9764
6,346,12754,9400
6,153,11385,8517
6,289,12913,9797
6,339,11320,8651
6,52,10145,7817
6,137,11645,8690
6,145,10393,7985
6,228,9663,7449
6,282,9756,7188
6,315,10393,7985
6,327,10703,8216
6,334,11635,8835
6,350,9720,7164
6,363,9303,7172
6,379,10568,8105
6,413,13700,9867
6,421,10991,8401
6,433,9601,7397
6,448,9542,7357
6,439,10912,7942
6,483,9407,6749
6,407,9146,7431
6,320,6448,5080
6,319,9335,7620
6,58,6974,5300
6,8,7342,5588
6,49,7625,5841
6,135,7599,5810
6,143,7580,5766
6,161,6925,5280
6,307,6113,4659
6,387,10813,8321
6,419,7599,5810
6,424,6976,5359
6,299,9597,8232
6,331,7689,6211
6,2,5084,3792
6,36,6852,4981
6,38,5176,3825
6,47,9727,7099
6,64,5665,4211
6,84,6926,5041
6,172,7781,5698
6,180,6651,4834
6,186,4834,3588
6,194,6926,5041
6,247,6926,5041
6,248,6976,5079
6,253,6639,4826
6,259,6854,4987
6,260,6778,4929
6,265,6926,5041
6,266,6926,5041
6,267,6978,5081
6,321,6971,5075
6,333,4998,3709
6,345,6653,4835
6,357,7439,5415
6,371,7781,5698
6,385,4594,3430
6,389,7578,5529
6,405,8809,6413
6,420,6653,4835
6,423,5063,3778
6,429,6147,4536
6,430,7593,5577
6,435,7724,5604
6,437,7429,5459
6,466,5084,3792
6,474,6979,5081
6,477,8375,6124
6,479,5428,3997
6,484,5769,4298
6,21,4338,3480
6,233,3723,2991
6,446,3778,3023
6,478,3778,3023
6,19,4772,3824
6,24,4538,3648
6,27,4594,3696
6,30,6435,5081
6,42,5261,4219
6,43,5754,4600
6,46,5086,4076
6,57,4444,3593
6,62,4759,3834
6,92,5086,4076
6,96,4720,3809
6,112,5086,4076
6,121,46931,39016
6,160,4487,3608
6,174,5086,4076
6,192,4531,3652
6,193,4452,3591
6,208,4802,3837
6,209,4747,3814
6,210,4722,3793
6,220,4752,3816
6,224,5360,4302
6,242,4516,3631
6,243,4514,3629
6,244,4561,3659
6,246,4577,3689
6,249,4577,3689
6,250,4759,3822
6,251,4579,3691
6,252,4577,3689
6,254,4525,3638
6,255,4584,3695
6,256,4577,3689
6,257,4496,3626
6,262,4765,3819
6,264,4580,3691
6,271,4633,3726
6,277,4361,3517
6,281,5086,4076
6,291,7319,5844
6,306,4671,3754
6,310,6479,5182
6,317,7873,6322
6,347,4576,3688
6,358,4615,3720
6,364,5086,4076
6,391,4533,3652
6,393,7301,5843
6,400,5378,4293
6,412,5086,4076
6,422,4519,3633
6,444,5048,4029
6,452,4577,3689
6,464,4752,3814
6,467,4525,3650
6,471,4708,3778
6,472,4982,3970
6,481,9827,7925
6,485,4577,3689
6,498,4738,3805
6,125,9606,7789
6,239,10448,8474
6,270,9259,7503
6,290,7303,5851
6,380,2497,1938
6,98,6157,4891
6,113,4861,3888
6,50,6188,4949
6,51,7336,5906
6,54,7006,5673
6,78,4853,3880
6,81,4837,3868
6,127,6557,5221
6,131,7269,5896
6,191,6852,5505
6,196,7006,5673
6,237,7006,5673
6,238,7499,6062
6,318,6117,4889
6,361,6862,5551
6,468,7336,5906
6,5,4848,3730
6,15,5711,4583
6,16,4129,3342
6,18,4656,3762
6,44,4205,3248
6,69,5369,4202
6,70,4203,3399
6,83,4203,3399
6,94,5386,4327
6,99,4812,3760
6,110,4636,3748
6,124,3245,2612
6,136,4506,3549
6,139,6496,5257
6,149,5583,4326
6,159,4637,3710
6,163,4387,3480
6,165,3979,3193
6,169,4756,3833
6,176,4203,3399
6,177,4928,3865
6,185,4086,3262
6,203,4803,3757
6,207,4798,3752
6,215,5113,3999
6,223,5358,4311
6,278,4857,3735
6,286,3328,2679
6,292,3781,2920
6,308,4993,3982
6,322,4203,3399
6,329,4138,3326
6,337,4800,3743
6,356,5039,3936
6,359,4203,3399
6,370,3888,3024
6,374,5226,4088
6,382,3784,3017
6,408,4614,3671
6,410,4265,3388
6,411,4261,3385
6,445,3436,2766
6,449,4203,3399
6,450,3809,2918
6,458,4588,3595
6,461,4780,3743
6,462,4638,3648
6,475,4203,3399
6,490,4939,3942
6,491,5272,4182
6,492,5243,4226
6,497,4015,3223
6,181,19494,14781
6,272,19549,14838
6,141,10384,8349
6,344,14356,11628
6,438,12050,9727
6,183,6316,5031
6,494,6809,5413
6,495,6825,5424
6,7,4274,3015
6,12,3468,2473
6,22,2985,2180
6,26,3778,2770
6,31,2935,2147
6,34,2882,2090
6,45,4252,3049
6,93,3618,2585
6,115,3709,2652
6,168,3780,2709
6,206,5163,3634
6,219,3776,2707
6,221,3075,2239
6,241,3850,2764
6,275,3718,2660
6,283,3472,2503
6,309,3658,2618
6,326,3468,2473
6,373,3468,2473
6,409,4028,2848
6,414,4571,3214
6,431,2966,2163
6,443,4436,3126
6,453,3549,2542
6,463,3132,2238
6,74,2706,2206
6,383,2724,2219
6,417,2939,2280
6,499,2725,2220
6,23,1874,1448
6,79,1894,1453
6,162,2891,2199
6,175,3518,2651
6,204,3568,2686
6,338,2273,1732
6,390,1874,1448
6,170,2678,2033
6,213,2609,1980
6,76,292,224
6,108,948,762
6,128,992,811
6,148,4315,3041
6,164,420,313
6,234,343,264
6,235,280,215
6,245,859,663
6,258,863,666
6,287,182,137
6,294,990,789
6,302,990,789
6,381,324,249
6,415,990,789
6,428,688,562
6,487,297,212
6,488,990,789
6,500,472,364
6,6,2883,2108
6,10,2852,2093
