IDT,Provincia,Canton,Distrito,Latitude,Longitude,Creacion,COD+AF8-PROV,COD+AF8-CANT,COD+AF8-DIST
275,San Jos+AOk-,San Jos+AOk-,Pavas,9.9445978,+AC0-84.1179806,09/09/16 05:12 PM,1,1,9
283,San Jos+AOk-,San Jos+AOk-,Pavas,9.9334238,+AC0-84.119276,09/26/16 03:50 PM,1,1,9
309,San Jos+AOk-,San Jos+AOk-,Pavas,9.9449264,+AC0-84.1163439,12/17/14 05:22 PM,1,1,9
326,San Jos+AOk-,San Jos+AOk-,Pavas,9.9440863,+AC0-84.116604,10/14/15 05:00 PM,1,1,9
373,San Jos+AOk-,San Jos+AOk-,Pavas,9.9440863,+AC0-84.116604,09/08/15 07:34 PM,1,1,9
409,San Jos+AOk-,San Jos+AOk-,Pavas,9.9462447,+AC0-84.1210029,07/08/15 08:19 PM,1,1,9
414,San Jos+AOk-,San Jos+AOk-,Pavas,9.9471038,+AC0-84.1258872,09/08/17 05:37 PM,1,1,9
431,San Jos+AOk-,San Jos+AOk-,Pavas,9.9373929,+AC0-84.1126384,04/05/16 07:16 PM,1,1,9
443,San Jos+AOk-,San Jos+AOk-,Pavas,9.946699,+AC0-84.1247352,0000+AC0-00+AC0-00 00:00:00,1,1,9
453,San Jos+AOk-,San Jos+AOk-,Pavas,9.9437164,+AC0-84.1174194,0000+AC0-00+AC0-00 00:00:00,1,1,9
463,San Jos+AOk-,San Jos+AOk-,Pavas,9.9425909,+AC0-84.1138494,08/11/14 03:46 PM,1,1,9
74,San Jos+AOk-,San Jos+AOk-,Carmen,9.9378375,+AC0-84.0698816,09/13/16 03:36 PM,1,1,1
383,San Jos+AOk-,San Jos+AOk-,Carmen,9.9380206,+AC0-84.0699759,10/30/14 09:54 PM,1,1,1
417,San Jos+AOk-,San Jos+AOk-,Carmen,9.929987,+AC0-84.0661775,08/26/16 08:23 PM,1,1,1
499,San Jos+AOk-,San Jos+AOk-,Carmen,9.9379578,+AC0-84.0700117,05/05/17 02:58 PM,1,1,1
23,San Jos+AOk-,San Jos+AOk-,Catedral,9.9278328,+AC0-84.0787312,08/22/17 04:21 PM,1,1,4
79,San Jos+AOk-,San Jos+AOk-,Catedral,9.9270666,+AC0-84.0790879,10/05/16 02:01 AM,1,1,4
162,San Jos+AOk-,San Jos+AOk-,Catedral,9.9242132,+AC0-84.0716395,03/27/17 07:55 PM,1,1,4
175,San Jos+AOk-,San Jos+AOk-,Catedral,9.9185855,+AC0-84.0721786,11/29/16 08:43 PM,1,1,4
204,San Jos+AOk-,San Jos+AOk-,Catedral,9.9184006,+AC0-84.0721786,07/20/16 11:36 PM,1,1,4
338,San Jos+AOk-,San Jos+AOk-,Catedral,9.9267789,+AC0-84.0756382,09/17/16 03:27 PM,1,1,4
390,San Jos+AOk-,San Jos+AOk-,Catedral,9.9278328,+AC0-84.0787312,0000+AC0-00+AC0-00 00:00:00,1,1,4
170,San Jos+AOk-,San Jos+AOk-,Hatillo,9.9147371,+AC0-84.0968297,10/08/14 12:45 AM,1,1,10
213,San Jos+AOk-,San Jos+AOk-,Hatillo,9.9160141,+AC0-84.0972682,10/31/13 08:59 PM,1,1,10
76,San Jos+AOk-,San Jos+AOk-,Hospital,9.9351657,+AC0-84.091349,05/17/16 10:57 PM,1,1,3
108,San Jos+AOk-,San Jos+AOk-,Hospital,9.9332,+AC0-84.0832,09/20/16 09:47 PM,1,1,3
128,San Jos+AOk-,San Jos+AOk-,Hospital,9.9269821,+AC0-84.0880144,09/05/16 11:39 PM,1,1,3
148,San Jos+AOk-,San Jos+AOk-,Hospital,9.9468206,+AC0-84.1235644,09/27/16 12:44 AM,1,1,3
164,San Jos+AOk-,San Jos+AOk-,Hospital,9.9362012,+AC0-84.0911596,08/10/16 04:52 AM,1,1,3
234,San Jos+AOk-,San Jos+AOk-,Hospital,9.9352119,+AC0-84.0918298,10/01/16 07:48 PM,1,1,3
235,San Jos+AOk-,San Jos+AOk-,Hospital,9.9351934,+AC0-84.0912384,09/12/17 02:39 PM,1,1,3
245,San Jos+AOk-,San Jos+AOk-,Hospital,9.93122,+AC0-84.085198,01/02/17 10:10 PM,1,1,3
258,San Jos+AOk-,San Jos+AOk-,Hospital,9.9312715,+AC0-84.0854086,10/11/16 08:06 PM,1,1,3
287,San Jos+AOk-,San Jos+AOk-,Hospital,9.9350728,+AC0-84.0903224,07/28/17 12:08 AM,1,1,3
294,San Jos+AOk-,San Jos+AOk-,Hospital,9.9280694,+AC0-84.0907246,12/19/16 02:25 AM,1,1,3
302,San Jos+AOk-,San Jos+AOk-,Hospital,9.9280694,+AC0-84.0907246,10/06/16 05:06 PM,1,1,3
381,San Jos+AOk-,San Jos+AOk-,Hospital,9.9326307,+AC0-84.0881753,10/04/16 05:31 PM,1,1,3
415,San Jos+AOk-,San Jos+AOk-,Hospital,9.9280694,+AC0-84.0907246,11/17/16 08:49 PM,1,1,3
428,San Jos+AOk-,San Jos+AOk-,Hospital,9.9303744,+AC0-84.0928745,09/19/14 05:07 PM,1,1,3
487,San Jos+AOk-,San Jos+AOk-,Hospital,9.9349953,+AC0-84.0879875,08/08/17 09:16 PM,1,1,3
488,San Jos+AOk-,San Jos+AOk-,Hospital,9.9280694,+AC0-84.0907246,10/12/16 10:53 PM,1,1,3
500,San Jos+AOk-,San Jos+AOk-,Hospital,9.9348561,+AC0-84.0865403,05/05/17 03:01 PM,1,1,3
6,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.935934,+AC0-84.111118,08/16/16 09:27 PM,1,1,8
10,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9357634,+AC0-84.1107421,06/09/17 09:06 PM,1,1,8
28,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9301366,+AC0-84.0972573,10/27/14 03:16 PM,1,1,8
37,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.929666,+AC0-84.103947,01/31/17 11:11 PM,1,1,8
63,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.930554,+AC0-84.107605,0000+AC0-00+AC0-00 00:00:00,1,1,8
71,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9358539,+AC0-84.1111028,10/20/15 09:20 PM,1,1,8
72,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.930734,+AC0-84.098464,0000+AC0-00+AC0-00 00:00:00,1,1,8
73,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9370217,+AC0-84.109633,0000+AC0-00+AC0-00 00:00:00,1,1,8
75,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9408314,+AC0-84.1069454,04/06/15 05:19 PM,1,1,8
77,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9420705,+AC0-84.1077353,05/24/15 07:16 PM,1,1,8
86,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.936389,+AC0-84.1077805,06/25/15 05:17 PM,1,1,8
97,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.936389,+AC0-84.1077805,11/15/13 11:15 PM,1,1,8
105,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9304167,+AC0-84.1068435,05/12/15 05:33 PM,1,1,8
111,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.941233,+AC0-84.1077179,05/05/14 06:16 PM,1,1,8
119,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9294444,+AC0-84.1070151,07/16/14 06:45 PM,1,1,8
158,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.940625,+AC0-84.110212,0000+AC0-00+AC0-00 00:00:00,1,1,8
182,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9311369,+AC0-84.0983677,02/27/17 10:08 PM,1,1,8
184,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9343057,+AC0-84.0973645,0000+AC0-00+AC0-00 00:00:00,1,1,8
218,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.941735,+AC0-84.107959,0000+AC0-00+AC0-00 00:00:00,1,1,8
222,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9412911,+AC0-84.1078627,09/22/16 04:50 PM,1,1,8
226,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9346386,+AC0-84.1101587,05/28/14 07:40 PM,1,1,8
236,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.7090571,+AC0-83.6279297,09/17/14 04:20 PM,1,1,8
263,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9334867,+AC0-84.1170359,08/19/15 08:03 PM,1,1,8
276,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9364193,+AC0-84.111422,06/19/14 04:25 PM,1,1,8
284,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9401075,+AC0-84.1069239,09/24/15 11:53 PM,1,1,8
296,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9365179,+AC0-84.0950841,07/04/17 02:42 PM,1,1,8
297,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9305555,+AC0-84.1096897,06/06/16 09:25 PM,1,1,8
298,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9442923,+AC0-84.1305006,02/06/14 05:14 PM,1,1,8
300,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9397535,+AC0-84.1068113,12/19/16 09:11 PM,1,1,8
330,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.936389,+AC0-84.10778,12/10/15 06:13 PM,1,1,8
335,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9302423,+AC0-84.1055346,09/12/14 05:33 PM,1,1,8
340,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9386809,+AC0-84.1076535,07/25/14 12:23 AM,1,1,8
348,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9296928,+AC0-84.1012108,03/04/15 04:50 PM,1,1,8
353,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.93011,+AC0-84.098164,0000+AC0-00+AC0-00 00:00:00,1,1,8
354,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9380595,+AC0-84.1052462,08/10/16 10:59 PM,1,1,8
366,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9304801,+AC0-84.0985501,07/30/14 06:12 PM,1,1,8
372,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9402999,+AC0-84.1097952,09/21/16 08:49 PM,1,1,8
376,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9334022,+AC0-84.113336,08/18/15 09:54 PM,1,1,8
399,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.942306,+AC0-84.112873,0000+AC0-00+AC0-00 00:00:00,1,1,8
406,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9384378,+AC0-84.1047615,09/28/16 03:57 AM,1,1,8
418,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9346756,+AC0-84.11062,11/07/15 04:23 AM,1,1,8
427,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9393836,+AC0-84.099623,03/27/15 06:01 AM,1,1,8
451,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9374101,+AC0-84.1094573,08/21/17 08:10 PM,1,1,8
476,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9302304,+AC0-84.1042377,03/11/15 10:49 PM,1,1,8
489,San Jos+AOk-,San Jos+AOk-,Mata Redonda,9.9337853,+AC0-84.1189003,10/10/14 05:11 PM,1,1,8
11,San Jos+AOk-,San Jos+AOk-,Pavas,9.9438143,+AC0-84.145987,12/28/16 08:31 PM,1,1,9
25,San Jos+AOk-,San Jos+AOk-,Pavas,9.951288,+AC0-84.1320777,11/07/16 04:14 PM,1,1,9
80,San Jos+AOk-,San Jos+AOk-,Pavas,9.9475845,+AC0-84.1271009,04/15/17 08:48 PM,1,1,9
100,San Jos+AOk-,San Jos+AOk-,Pavas,9.9436414,+AC0-84.1283054,02/06/15 04:18 PM,1,1,9
116,San Jos+AOk-,San Jos+AOk-,Pavas,9.9436734,+AC0-84.1370654,08/21/14 04:10 AM,1,1,9
140,San Jos+AOk-,San Jos+AOk-,Pavas,9.9437639,+AC0-84.1276467,05/24/16 04:03 PM,1,1,9
142,San Jos+AOk-,San Jos+AOk-,Pavas,9.9425001,+AC0-84.1302795,03/23/15 04:03 PM,1,1,9
171,San Jos+AOk-,San Jos+AOk-,Pavas,9.9449369,+AC0-84.1306508,04/26/16 08:48 PM,1,1,9
195,San Jos+AOk-,San Jos+AOk-,Pavas,9.9467546,+AC0-84.1233766,01/20/15 08:51 PM,1,1,9
198,San Jos+AOk-,San Jos+AOk-,Pavas,9.9414285,+AC0-84.1336656,08/22/14 05:51 PM,1,1,9
200,San Jos+AOk-,San Jos+AOk-,Pavas,9.951973,+AC0-84.12452,0000+AC0-00+AC0-00 00:00:00,1,1,9
202,San Jos+AOk-,San Jos+AOk-,Pavas,9.9474976,+AC0-84.1290283,10/08/14 05:33 PM,1,1,9
225,San Jos+AOk-,San Jos+AOk-,Pavas,9.942992,+AC0-84.125957,0000+AC0-00+AC0-00 00:00:00,1,1,9
229,San Jos+AOk-,San Jos+AOk-,Pavas,9.9420308,+AC0-84.1255867,10/31/14 04:44 PM,1,1,9
285,San Jos+AOk-,San Jos+AOk-,Pavas,9.9460758,+AC0-84.1272539,09/23/16 11:01 PM,1,1,9
324,San Jos+AOk-,San Jos+AOk-,Pavas,9.951679,+AC0-84.1377318,08/22/14 04:54 PM,1,1,9
360,San Jos+AOk-,San Jos+AOk-,Pavas,9.937883,+AC0-84.1138494,03/16/15 07:15 PM,1,1,9
362,San Jos+AOk-,San Jos+AOk-,Pavas,9.9418829,+AC0-84.1232586,10/30/14 03:26 AM,1,1,9
368,San Jos+AOk-,San Jos+AOk-,Pavas,9.9437692,+AC0-84.1276842,10/04/16 02:44 PM,1,1,9
395,San Jos+AOk-,San Jos+AOk-,Pavas,9.9549232,+AC0-84.1383433,10/30/14 07:55 PM,1,1,9
401,San Jos+AOk-,San Jos+AOk-,Pavas,9.9461205,+AC0-84.1228992,03/03/17 08:48 PM,1,1,9
454,San Jos+AOk-,San Jos+AOk-,Pavas,9.9411748,+AC0-84.1240418,02/06/15 04:15 PM,1,1,9
459,San Jos+AOk-,San Jos+AOk-,Pavas,9.9425001,+AC0-84.1302795,05/07/15 09:12 PM,1,1,9
14,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9106247,+AC0-84.0648674,09/29/14 04:27 PM,1,1,6
65,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9115947,+AC0-84.0610102,09/14/16 07:57 PM,1,1,6
88,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9088824,+AC0-84.0566361,05/24/16 11:34 PM,1,1,6
89,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.907778,+AC0-84.055,04/06/16 04:06 AM,1,1,6
95,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9123606,+AC0-84.0649514,08/01/17 11:37 PM,1,1,6
101,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.907778,+AC0-84.055,04/04/16 11:40 PM,1,1,6
147,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9066006,+AC0-84.0567291,07/31/14 12:02 AM,1,1,6
152,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9104318,+AC0-84.0549502,05/18/16 01:54 PM,1,1,6
179,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9120383,+AC0-84.0632629,04/20/16 05:18 PM,1,1,6
211,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9107198,+AC0-84.0648794,07/13/15 10:53 PM,1,1,6
268,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9077778,+AC0-84.0550003,10/10/14 05:25 PM,1,1,6
279,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9041249,+AC0-84.0568686,08/10/15 09:41 PM,1,1,6
280,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9077778,+AC0-84.0550003,09/01/15 04:17 PM,1,1,6
336,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.907778,+AC0-84.055,11/25/15 05:39 PM,1,1,6
349,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9046041,+AC0-84.0579158,01/11/17 04:25 PM,1,1,6
377,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9113513,+AC0-84.0595615,08/27/15 07:52 PM,1,1,6
384,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9080918,+AC0-84.0616709,05/05/17 10:44 PM,1,1,6
402,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9121017,+AC0-84.0609026,07/23/14 05:36 PM,1,1,6
457,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9116788,+AC0-84.0654077,12/04/14 04:39 PM,1,1,6
465,San Jos+AOk-,San Jos+AOk-,San Francisco de Dos R+AO0-os,9.9090146,+AC0-84.0569419,11/22/15 04:56 AM,1,1,6
4,San Jos+AOk-,San Jos+AOk-,San Sebasti+AOE-n,9.8952047,+AC0-84.0859486,05/23/17 02:23 PM,1,1,11
56,San Jos+AOk-,San Jos+AOk-,San Sebasti+AOE-n,9.8953499,+AC0-84.0844502,08/23/16 02:57 AM,1,1,11
61,San Jos+AOk-,San Jos+AOk-,San Sebasti+AOE-n,9.911111,+AC0-84.085,02/26/16 05:53 PM,1,1,11
178,San Jos+AOk-,San Jos+AOk-,San Sebasti+AOE-n,9.9106089,+AC0-84.0888883,08/03/15 08:37 PM,1,1,11
301,San Jos+AOk-,San Jos+AOk-,San Sebasti+AOE-n,9.8957304,+AC0-84.0836692,09/06/17 04:53 PM,1,1,11
33,San Jos+AOk-,San Jos+AOk-,Uruca,9.9480932,+AC0-84.1157824,04/05/16 05:50 PM,1,1,7
35,San Jos+AOk-,San Jos+AOk-,Uruca,9.9486113,+AC0-84.0988922,10/30/14 09:06 PM,1,1,7
41,San Jos+AOk-,San Jos+AOk-,Uruca,9.949628,+AC0-84.1078778,05/09/15 10:09 AM,1,1,7
67,San Jos+AOk-,San Jos+AOk-,Uruca,9.951008,+AC0-84.1128033,12/01/16 12:38 AM,1,1,7
82,San Jos+AOk-,San Jos+AOk-,Uruca,9.9516685,+AC0-84.1182375,09/27/14 12:13 AM,1,1,7
91,San Jos+AOk-,San Jos+AOk-,Uruca,9.9513076,+AC0-84.1186843,11/12/14 02:10 AM,1,1,7
106,San Jos+AOk-,San Jos+AOk-,Uruca,9.9486113,+AC0-84.0988922,10/11/15 11:13 PM,1,1,7
133,San Jos+AOk-,San Jos+AOk-,Uruca,9.9591793,+AC0-84.1197643,09/23/16 09:01 PM,1,1,7
144,San Jos+AOk-,San Jos+AOk-,Uruca,9.948611,+AC0-84.09889,05/17/16 10:30 PM,1,1,7
157,San Jos+AOk-,San Jos+AOk-,Uruca,9.948611,+AC0-84.09889,05/17/16 11:52 PM,1,1,7
167,San Jos+AOk-,San Jos+AOk-,Uruca,9.948611,+AC0-84.09889,05/17/16 07:42 PM,1,1,7
173,San Jos+AOk-,San Jos+AOk-,Uruca,9.948611,+AC0-84.09889,05/18/16 02:29 PM,1,1,7
312,San Jos+AOk-,San Jos+AOk-,Uruca,9.9580617,+AC0-84.1198361,11/27/14 08:20 PM,1,1,7
325,San Jos+AOk-,San Jos+AOk-,Uruca,9.9570015,+AC0-84.1122098,12/08/15 03:13 PM,1,1,7
332,San Jos+AOk-,San Jos+AOk-,Uruca,9.9494387,+AC0-84.1108024,04/25/16 11:06 PM,1,1,7
343,San Jos+AOk-,San Jos+AOk-,Uruca,9.9278796,+AC0-84.0426941,08/01/16 09:35 PM,1,1,7
375,San Jos+AOk-,San Jos+AOk-,Uruca,9.9486113,+AC0-84.0988922,04/21/15 11:54 PM,1,1,7
388,San Jos+AOk-,San Jos+AOk-,Uruca,9.9497029,+AC0-84.1173792,10/31/14 06:06 PM,1,1,7
392,San Jos+AOk-,San Jos+AOk-,Uruca,9.9511612,+AC0-84.1174328,10/10/14 10:08 PM,1,1,7
394,San Jos+AOk-,San Jos+AOk-,Uruca,9.951532,+AC0-84.1147208,09/21/14 12:52 PM,1,1,7
397,San Jos+AOk-,San Jos+AOk-,Uruca,9.947928,+AC0-84.115596,0000+AC0-00+AC0-00 00:00:00,1,1,7
40,San Jos+AOk-,San Jos+AOk-,Zapote,9.925122,+AC0-84.058451,0000+AC0-00+AC0-00 00:00:00,1,1,5
90,San Jos+AOk-,San Jos+AOk-,Zapote,9.9192434,+AC0-84.0538122,10/20/15 06:47 PM,1,1,5
102,San Jos+AOk-,San Jos+AOk-,Zapote,9.9211589,+AC0-84.0539342,10/03/14 08:25 PM,1,1,5
103,San Jos+AOk-,San Jos+AOk-,Zapote,9.9248676,+AC0-84.0455107,11/16/16 06:02 PM,1,1,5
104,San Jos+AOk-,San Jos+AOk-,Zapote,9.92037,+AC0-84.0567735,09/04/15 12:21 AM,1,1,5
126,San Jos+AOk-,San Jos+AOk-,Zapote,9.92,+AC0-84.05333,05/13/16 03:04 PM,1,1,5
150,San Jos+AOk-,San Jos+AOk-,Zapote,9.9255994,+AC0-84.0588499,09/19/16 04:42 AM,1,1,5
199,San Jos+AOk-,San Jos+AOk-,Zapote,9.920313,+AC0-84.056343,0000+AC0-00+AC0-00 00:00:00,1,1,5
212,San Jos+AOk-,San Jos+AOk-,Zapote,9.9190558,+AC0-84.0532583,10/20/14 09:07 PM,1,1,5
355,San Jos+AOk-,San Jos+AOk-,Zapote,9.921866,+AC0-84.0537344,02/22/17 07:53 PM,1,1,5
425,San Jos+AOk-,San Jos+AOk-,Zapote,9.9234047,+AC0-84.0580675,09/04/15 04:02 AM,1,1,5
269,San Jos+AOk-,Santa Ana,Piedades,9.9297218,+AC0-84.2186127,10/07/14 07:22 PM,1,9,5
189,San Jos+AOk-,Santa Ana,Pozos,9.9485194,+AC0-84.1947468,08/29/17 01:05 AM,1,9,3
205,San Jos+AOk-,Santa Ana,Pozos,9.9575052,+AC0-84.1964272,07/14/17 10:22 PM,1,9,3
352,San Jos+AOk-,Santa Ana,Pozos,9.9507385,+AC0-84.2010888,09/29/16 08:17 PM,1,9,3
367,San Jos+AOk-,Santa Ana,Pozos,9.9462665,+AC0-84.1877764,04/24/14 06:41 AM,1,9,3
416,San Jos+AOk-,Santa Ana,Pozos,9.9535785,+AC0-84.1900127,07/09/16 06:54 PM,1,9,3
426,San Jos+AOk-,Santa Ana,Pozos,9.9533621,+AC0-84.195103,01/31/17 09:01 PM,1,9,3
432,San Jos+AOk-,Santa Ana,Pozos,9.9533621,+AC0-84.195103,01/31/17 08:59 PM,1,9,3
493,San Jos+AOk-,Santa Ana,Pozos,9.9531056,+AC0-84.1896486,09/30/16 04:47 PM,1,9,3
3,San Jos+AOk-,Tib+AOE-s,Anselmo Llorente,9.9619079,+AC0-84.0630729,10/03/16 07:06 PM,1,13,3
117,San Jos+AOk-,Tib+AOE-s,Anselmo Llorente,9.956389,+AC0-84.069725,05/18/16 02:40 PM,1,13,3
134,San Jos+AOk-,Tib+AOE-s,Anselmo Llorente,9.9622644,+AC0-84.0665348,09/05/16 10:07 PM,1,13,3
227,San Jos+AOk-,Tib+AOE-s,Cinco Esquinas,9.9536218,+AC0-84.0804327,05/17/16 07:47 PM,1,13,2
434,San Jos+AOk-,Tib+AOE-s,Cinco Esquinas,9.9508431,+AC0-84.0821284,07/08/17 03:04 PM,1,13,2
378,San Jos+AOk-,Tib+AOE-s,Colima,9.9609024,+AC0-84.0884103,05/13/15 04:12 PM,1,13,5
17,San Jos+AOk-,Tib+AOE-s,Le+APM-n XIII,9.9772361,+AC0-84.1123911,0000+AC0-00+AC0-00 00:00:00,1,13,4
351,San Jos+AOk-,Tib+AOE-s,Le+APM-n XIII,9.9693657,+AC0-84.1205549,09/29/16 08:12 PM,1,13,4
20,San Jos+AOk-,Tib+AOE-s,San Juan,9.9790687,+AC0-84.0901183,10/08/14 09:15 PM,1,13,1
66,San Jos+AOk-,Tib+AOE-s,San Juan,9.9588119,+AC0-84.0787876,08/22/14 11:19 PM,1,13,1
